CODIGO;URL;HTTP;FICHA_JERARQUIA_TXT;FICHA_JERARQUIA_NUM;FICHA_ALTITUD_M;FICHA_TOPONIMIA;INGRESO_TIPO;INGRESO_OBS;TARIFA_SOLES;EPOCA_PROPICIA;EPOCA_ESPECIFICACION;HORA_VISITA;N_ACTIVIDADES;ACTIVIDADES;N_TRAMOS;ACCESO_KM;ACCESO_MIN;ACCESO_MEDIOS;ACCESO_VIAS;VISITANTES_NAC;VISITANTES_EXT;VISITANTES_LOC;VISITANTES_ANIO;N_SERV_ALOJAMIENTO;N_SERV_ALIMENTACION;TABLAS_RECONOCIDAS
12746;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12746;200;1;1;3874;Casa Blanca es una denominación en castellano que hace referencia a las casas de tapial cubiertas de yeso que le dan un color blanco, su nombre antiguo era Tajana que significa partido o cortado. Según referencias orales, también podría hacer referen;Libre;Se recomienda registrarse en el Cuaderno de Registro de Visitantes habilitado en el anexo de Casa Blanca.;;Esporádicamente - Algunos meses;--;"09:00 a.m.
                                -
                                05:00 p.m. De abril a noviembre. Los mese";7;Otros>Toma de fotografías y filmaciones | Otros>Estudios e Investigación | Naturaleza>Observación de fauna | Naturaleza>Observación de flora | Naturaleza>Observación de paisaje | Naturaleza>Observación de aves | Deportes / Aventura>Caminata/Trekking;4;73.5;65;Automóvil particular;Afirmado | Asfaltado;450;;5580;2024;3;6;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
12990;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12990;200;1;1;589;;Previa presentación de boleto o ticket(especificar tarifa:niños, adultos, estudiantes, etc);"-Locales 2.00 soles
-Nacionales 3.00 soles
-Extranjeros 3. 00 soles";;Todo el Año;--;"08:00 a.m.
                                -
                                05:00 p.m. En temporada de lluvia se reco";5;Otros>Toma de fotografías y filmaciones | Deportes acuáticos>Natación | Naturaleza>Observación de fauna | Naturaleza>Observación de flora | Naturaleza>Observación de paisaje;2;109.5;5;Combi | Taxi;Asfaltado;1237;165;8941;2023;0;4;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
12753;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12753;200;No aplica;;3795;Proviene de dos términos quechua, “uwish” que hace referencia al ganado ovino que introdujeron los españoles al cual los locales denominaron así y “kuchuy” que significa cortar, en conjunto haría referencia al marcado del ganado ovino con el corte de;;;;;;;6;Otros>Toma de fotografías y filmaciones | Cultura y Folclore>Actividades Religiosas o Patronales | Otros>Estudios e Investigación | Cultura y Folclore>Rituales místicos o tradicionales | Cultura y Folclore>Visita y participación en actividades de vida cotidiana de la comunidad | Cultura y Folclore>Apreciación de muestras o actividades artísticas(danza, teatro,canto, pintura, escultura, etc.);;;;;;;;;;;;actividades|cabecera
12791;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12791;200;No aplica;;3929;;;;;;;;5;Cultura y Folclore>Rituales místicos o tradicionales | Cultura y Folclore>Degustación y preparación de platos, productos o bebidas típicas | Cultura y Folclore>Ferias | Cultura y Folclore>Apreciación de muestras o actividades artísticas(danza, teatro,canto, pintura, escultura, etc.) | Cultura y Folclore>Participación y/u observación del proceso de elaboración de productos locales;;;;;;;;;;;;actividades|cabecera
12805;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12805;200;No aplica;;3857;;;;;;;;4;Otros>Toma de fotografías y filmaciones | Cultura y Folclore>Actividades Religiosas o Patronales | Cultura y Folclore>Degustación y preparación de platos, productos o bebidas típicas | Cultura y Folclore>Apreciación de muestras o actividades artísticas(danza, teatro,canto, pintura, escultura, etc.);;;;;;;;;;;;actividades|cabecera
13024;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=13024;200;No aplica;;1532;;;;;;;;5;Otros>Compras de artesanía/souvenir | Otros>Toma de fotografías y filmaciones | Cultura y Folclore>Degustación y preparación de platos, productos o bebidas típicas | Cultura y Folclore>Ferias | Otros>Compra de productos regionales;;;;;;;;;;;;actividades|cabecera
12813;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12813;200;No aplica;;4908;Proviene de la palabra Quechua CHACU: que se refiere a la captura y al esquilar de lana de Vicuña;;;;;;;3;Otros>Toma de fotografías y filmaciones | Otros>Estudios e Investigación | Cultura y Folclore>Rituales místicos o tradicionales;;;;;;;;;;;;actividades|cabecera
12790;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12790;200;No aplica;;3953;;;;;;;;5;Cultura y Folclore>Actividades Religiosas o Patronales | Cultura y Folclore>Rituales místicos o tradicionales | Cultura y Folclore>Degustación y preparación de platos, productos o bebidas típicas | Cultura y Folclore>Ferias | Cultura y Folclore>Participación y/u observación del proceso de elaboración de productos locales;;;;;;;;;;;;actividades|cabecera
12802;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12802;200;No aplica;;4;;;;;;;;6;Otros>Toma de fotografías y filmaciones | Cultura y Folclore>Rituales místicos o tradicionales | Cultura y Folclore>Degustación y preparación de platos, productos o bebidas típicas | Cultura y Folclore>Ferias | Cultura y Folclore>Apreciación de muestras o actividades artísticas(danza, teatro,canto, pintura, escultura, etc.) | Otros>Compra de productos regionales;;;;;;;;;;;;actividades|cabecera
12760;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12760;200;No aplica;;3200;Curcucha deriva de la palabra quechua “Qurco” que significa agachado.;;;;;;;;;;;;;;;;;;;;cabecera
12811;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12811;200;2;2;1466;;Libre;;;Todo el Año;--;"06:00 a.m.
                                -
                                09:00 p.m. --";16;Otros>Compras de artesanía/souvenir | Otros>Toma de fotografías y filmaciones | Cultura y Folclore>Actividades Religiosas o Patronales | Otros>Estudios e Investigación | Otros>Realización de eventos | Deportes acuáticos>Natación | Naturaleza>Observación de paisaje | Naturaleza>Observación de aves | Deportes / Aventura>Caminata/Trekking | Cultura y Folclore>Degustación y preparación de platos, productos o bebidas típicas | Cultura y Folclore>Ferias | Paseos>Paseos en bote | Paseos>Paseos en cuatrimotos | Cultura y Folclore>Apreciación de muestras o actividades artísticas(danza, teatro,canto, pintura, escultura, etc.) | Cultura y Folclore>Participación y/u observación del proceso de elaboración de productos locales | Otros>Compra de productos regionales;4;109.6;185;Mini bus turístico | Mototaxi | Taxi;Afirmado | Asfaltado;57447;209;;2023;8;12;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
12814;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12814;200;1;1;88;;Libre;;;Todo el Año;--;"08:00 a.m.
                                -
                                07:00 p.m. Llevar ropa ligera, bloqueador";6;Otros>Toma de fotografías y filmaciones | Naturaleza>Observación de fauna | Naturaleza>Observación de flora | Naturaleza>Observación de paisaje | Deportes / Aventura>Caminata/Trekking | Cultura y Folclore>Visita y participación en actividades de vida cotidiana de la comunidad;6;107.38;106;A pie | Bus público | Otros (especificar);Asfaltado;2790;810;14400;2026;2;4;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
12834;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12834;200;1;1;2481;;Libre;;;Todo el Año;--;"08:00 a.m.
                                -
                                05:00 p.m. --";3;Otros>Toma de fotografías y filmaciones | Naturaleza>Observación de paisaje | Cultura y Folclore>Rituales místicos o tradicionales;3;13.5;50;A pie | Automóvil particular | Camioneta doble tracción;Afirmado | Asfaltado | Trocha carrozable;270;90;720;2023;3;6;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
12835;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12835;200;1;1;3440;;Libre;;;Todo el Año;--;"08:00 a.m.
                                -
                                06:00 p.m. Lunes a domingo";4;Otros>Toma de fotografías y filmaciones | Naturaleza>Observación de paisaje | Cultura y Folclore>Rituales místicos o tradicionales | Deportes / Aventura>Caminata/Trekking;8;322.0;180;Automóvil particular | Bus público;Afirmado | Asfaltado;450;90;540;2023;2;3;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
13251;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=13251;200;1;1;1090;;Libre;;;Todo el Año;--;"06:30 a.m.
                                -
                                05:00 p.m. --";1;Naturaleza>Observación de paisaje;3;49.9;55;Automóvil particular;Asfaltado;90;90;1170;2024;1;3;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
12774;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12774;200;No aplica;;3;;;;;;;;4;Otros>Toma de fotografías y filmaciones | Cultura y Folclore>Actividades Religiosas o Patronales | Cultura y Folclore>Degustación y preparación de platos, productos o bebidas típicas | Cultura y Folclore>Apreciación de muestras o actividades artísticas(danza, teatro,canto, pintura, escultura, etc.);;;;;;;;;;;;actividades|cabecera
12783;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12783;200;No aplica;;3257;;;;;;;;9;Otros>Compras de artesanía/souvenir | Otros>Toma de fotografías y filmaciones | Cultura y Folclore>Actividades Religiosas o Patronales | Otros>Estudios e Investigación | Otros>Realización de eventos | Cultura y Folclore>Degustación y preparación de platos, productos o bebidas típicas | Cultura y Folclore>Ferias | Cultura y Folclore>Apreciación de muestras o actividades artísticas(danza, teatro,canto, pintura, escultura, etc.) | Otros>Compra de productos regionales;;;;;;;;;;;;actividades|cabecera
13085;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=13085;200;1;1;3470;;Libre;;;Todo el Año;--;"08:00 a.m.
                                -
                                04:00 p.m. Lunes a domingo";3;Otros>Toma de fotografías y filmaciones | Naturaleza>Observación de paisaje | Deportes / Aventura>Caminata/Trekking;1;92.0;;Automóvil particular;Asfaltado;470;25;560;2023;2;3;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
12780;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12780;200;4;4;2851;Ollantaytambo proviene de una palabra compuesta que significa” VALLE O POSADA DEL HOMBRE VALIENTE”;Libre;;;Todo el Año;--;"07:00 a.m.
                                -
                                08:00 p.m. --";6;Otros>Compras de artesanía/souvenir | Otros>Toma de fotografías y filmaciones | Naturaleza>Observación de paisaje | Cultura y Folclore>Degustación y preparación de platos, productos o bebidas típicas | Cultura y Folclore>Apreciación de muestras o actividades artísticas(danza, teatro,canto, pintura, escultura, etc.) | Otros>Compra de productos regionales;3;132.9;207;Bus turístico;Asfaltado;253182;290655;;2023;5;6;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
12784;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12784;200;1;1;4055;Proviene del vocablo  Quechua: Aruy= Trabajar / Machay= Caverna, Cueva.;Libre;;;Todo el Año;--;"08:00 a.m.
                                -
                                03:00 p.m. --";4;Otros>Toma de fotografías y filmaciones | Otros>Estudios e Investigación | Naturaleza>Observación de paisaje | Naturaleza>Observación de aves;4;44.75;115;A pie | Combi;Asfaltado | Sendero | Trocha carrozable;26;;345;2023;4;6;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
12797;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12797;200;No aplica;;3257;;;;;;;;9;Otros>Compras de artesanía/souvenir | Otros>Toma de fotografías y filmaciones | Cultura y Folclore>Actividades Religiosas o Patronales | Otros>Estudios e Investigación | Otros>Realización de eventos | Cultura y Folclore>Degustación y preparación de platos, productos o bebidas típicas | Cultura y Folclore>Ferias | Cultura y Folclore>Apreciación de muestras o actividades artísticas(danza, teatro,canto, pintura, escultura, etc.) | Otros>Compra de productos regionales;;;;;;;;;;;;actividades|cabecera
12789;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12789;200;No aplica;;3857;Proviene del término Aymara Cahua, de origen qolla, que hace referencia a “Bailar una rueda de gente tomándose de las mano”;;;;;;;4;Otros>Toma de fotografías y filmaciones | Cultura y Folclore>Actividades Religiosas o Patronales | Cultura y Folclore>Degustación y preparación de platos, productos o bebidas típicas | Cultura y Folclore>Apreciación de muestras o actividades artísticas(danza, teatro,canto, pintura, escultura, etc.);;;;;;;;;;;;actividades|cabecera
12796;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12796;200;No aplica;;3257;;;;;;;;8;Otros>Compras de artesanía/souvenir | Otros>Toma de fotografías y filmaciones | Cultura y Folclore>Actividades Religiosas o Patronales | Otros>Estudios e Investigación | Otros>Realización de eventos | Cultura y Folclore>Degustación y preparación de platos, productos o bebidas típicas | Cultura y Folclore>Ferias | Cultura y Folclore>Apreciación de muestras o actividades artísticas(danza, teatro,canto, pintura, escultura, etc.);;;;;;;;;;;;actividades|cabecera
12838;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12838;200;POR JERARQUIZAR;;;;Libre;;;Todo el Año;--;"07:00 a.m.
                                -
                                07:00 p.m. --";14;Otros>Compras de artesanía/souvenir | Otros>Toma de fotografías y filmaciones | Otros>Estudios e Investigación | Otros>Realización de eventos | Otros>Otros(Especificar) | Deportes acuáticos>Pesca deportiva | Naturaleza>Observación de fauna | Naturaleza>Observación de paisaje | Deportes / Aventura>Caminata/Trekking | Paseos>Paseos en bicicleta | Paseos>Paseos en cuatrimotos | Paseos>Paseos en motocicleta | Deportes acuáticos>Otros | Otros>Compra de productos regionales;1;9.0;11;Automóvil particular;Asfaltado;9540;360;62100;2024;3;9;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
12828;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12828;200;POR JERARQUIZAR;;;;Libre;;;Todo el Año;--;"07:00 a.m.
                                -
                                07:00 p.m.";16;Otros>Compras de artesanía/souvenir | Otros>Toma de fotografías y filmaciones | Otros>Estudios e Investigación | Otros>Otros(Especificar) | Naturaleza>Observación de fauna | Naturaleza>Observación de paisaje | Naturaleza>Observación de aves | Cultura y Folclore>Degustación y preparación de platos, productos o bebidas típicas | Cultura y Folclore>Ferias | Paseos>Paseos a caballo | Paseos>Paseos en bicicleta | Paseos>Paseos en cuatrimotos | Paseos>Paseos en motocicleta | Deportes acuáticos>Otros | Cultura y Folclore>Apreciación de muestras o actividades artísticas(danza, teatro,canto, pintura, escultura, etc.) | Otros>Compra de productos regionales;1;6.0;10;Automóvil particular;Asfaltado;9540;450;62100;2024;4;10;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
12856;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12856;200;1;1;2559;;Libre;;;Todo el Año;--;"08:00 a.m.
                                -
                                04:30 p.m. --";3;Otros>Toma de fotografías y filmaciones | Cultura y Folclore>Actividades Religiosas o Patronales | Deportes / Aventura>Caminata/Trekking;1;1.5;6;Automóvil particular;Asfaltado;166;9;176;2023;2;3;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
12842;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12842;200;1;1;4295;El primer nombre proviene de dos voces del idioma quechua que significan  Totoro = Totora o Junco (Schoenoplectus californicus) y Cocha = Laguna. Totorococha: Laguna de las Totoras. Y el segundo nombre, proviene también de dos voces del idioma quechu;Libre;En el lugar, se recomienda contactar con la familia Vargas, comuneros que habitan cerca a la laguna y se encuentran encargados de su cuidado.;;Esporádicamente - Algunos meses;--;"09:00 a.m.
                                -
                                03:00 p.m. Recomendable de Abril  a Novie";7;Otros>Toma de fotografías y filmaciones | Otros>Estudios e Investigación | Naturaleza>Observación de fauna | Naturaleza>Observación de flora | Naturaleza>Observación de paisaje | Deportes / Aventura>Caminata/Trekking | Deportes / Aventura>Camping;4;33.96;100;Automóvil particular;Afirmado | Trocha carrozable;;;6480;2024;3;6;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
12827;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12827;200;No aplica;;2841;;;;;;;;3;Otros>Toma de fotografías y filmaciones | Cultura y Folclore>Actividades Religiosas o Patronales | Deportes / Aventura>Caminata/Trekking;;;;;;;;;;;;actividades|cabecera
12852;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12852;200;POR JERARQUIZAR;;11;;Libre;;;Todo el Año;--;"06:00 a.m.
                                -
                                05:00 p.m. --";4;Otros>Toma de fotografías y filmaciones | Otros>Realización de eventos | Naturaleza>Observación de fauna | Deportes / Aventura>Caminata/Trekking;1;13.0;12;Automóvil particular;Asfaltado;9540;180;7020;2024;4;3;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
12853;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12853;200;POR JERARQUIZAR;;13;;Libre;;;Todo el Año;--;"06:00 a.m.
                                -
                                05:00 p.m. --";7;Otros>Compras de artesanía/souvenir | Otros>Toma de fotografías y filmaciones | Naturaleza>Observación de fauna | Naturaleza>Observación de paisaje | Deportes / Aventura>Caminata/Trekking | Deportes / Aventura>Ciclismo | Paseos>Paseos en cuatrimotos;1;15.0;16;Combi;Asfaltado;9540;180;7020;2024;4;5;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
12851;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12851;200;POR JERARQUIZAR;;12;;Libre;;;Todo el Año;--;"06:00 a.m.
                                -
                                05:00 p.m. --";5;Otros>Toma de fotografías y filmaciones | Naturaleza>Observación de fauna | Deportes / Aventura>Caminata/Trekking | Paseos>Paseos en cuatrimotos | Paseos>Paseos en motocicleta;1;17.0;20;Combi;Asfaltado;5760;180;1710;2024;4;4;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
12876;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12876;200;1;1;3960;;Libre;;;Todo el Año;--;"07:00 a.m.
                                -
                                06:00 p.m. --";3;Otros>Toma de fotografías y filmaciones | Otros>Otros(Especificar) | Cultura y Folclore>Degustación y preparación de platos, productos o bebidas típicas;3;113.8;100;Bus público | Combi | Taxi;Asfaltado;3460;207;6001;2023;1;3;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
12897;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12897;200;1;1;3950;;Libre;;;Todo el Año;--;"07:00 a.m.
                                -
                                06:00 p.m. Lunes a domingo";4;Otros>Toma de fotografías y filmaciones | Otros>Otros(Especificar) | Naturaleza>Observación de paisaje | Cultura y Folclore>Degustación y preparación de platos, productos o bebidas típicas;2;104.0;20;Automóvil particular | Bus público;Asfaltado;3740;220;5067;2023;1;4;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
12896;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12896;200;1;1;4390;;Libre;;;Todo el Año;--;"08:00 a.m.
                                -
                                04:00 p.m. Lunes a domingo";4;Otros>Toma de fotografías y filmaciones | Cultura y Folclore>Actividades Religiosas o Patronales | Naturaleza>Observación de paisaje | Deportes / Aventura>Caminata/Trekking;3;109.4;45;A pie | Automóvil particular | Bus público;Asfaltado | Sendero;360;180;540;2023;1;3;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
12841;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12841;200;1;1;3573;Un pongo (del quechua: punku = puerta) es la forma en que se denomina al cluse (del francés cluse /klyz/) el cual es un tipo de cañón angosto, corto y profundo, entallado por los ríos andinos a través de una cordillera en su descenso hacia la llanura;Libre;;;Esporádicamente - Algunos meses;--;"09:00 a.m.
                                -
                                03:00 p.m. Se recomienda los meses señala";7;Otros>Toma de fotografías y filmaciones | Otros>Estudios e Investigación | Naturaleza>Observación de fauna | Naturaleza>Observación de flora | Naturaleza>Observación de paisaje | Deportes / Aventura>Caminata/Trekking | Deportes / Aventura>Camping;5;48.78;310;A pie | Automóvil particular;Afirmado | Camino de Herradura | Trocha carrozable;;;6480;2024;3;6;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
13338;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=13338;200;1;1;2110;;Libre;No contaminar con residuos sólidos el medio ambiente durante la visita al recurso turístico.;;Todo el Año;--;"07:00 a.m.
                                -
                                05:00 p.m. En temporada de lluvia, entre ";4;Otros>Toma de fotografías y filmaciones | Naturaleza>Observación de flora | Naturaleza>Observación de paisaje | Naturaleza>Observación de aves;3;146.08;60;A pie | Combi | Mini bus público;Asfaltado | Sendero;1620;;2790;2024;0;3;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
12833;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12833;200;No aplica;;3419;Herranza, su origen se halla en las palabras de origen castellano: herramienta, herradura, herraje, herrero, hierro y horno. Considerando las palabras descritas, al momento de referirnos a la herranza, podemos establecer los siguientes conceptos: Her;;;;;;;9;Otros>Compras de artesanía/souvenir | Otros>Toma de fotografías y filmaciones | Otros>Estudios e Investigación | Naturaleza>Observación de paisaje | Cultura y Folclore>Rituales místicos o tradicionales | Cultura y Folclore>Degustación y preparación de platos, productos o bebidas típicas | Cultura y Folclore>Visita y participación en actividades de vida cotidiana de la comunidad | Cultura y Folclore>Apreciación de muestras o actividades artísticas(danza, teatro,canto, pintura, escultura, etc.) | Otros>Compra de productos regionales;;;;;;;;;;;;actividades|cabecera
12832;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12832;200;No aplica;;3419;"Proviene de dos voces quechuas AUQUISH = Viejo y KUMUQ = Jactancioso; Auquishcumo = Viejo jactancioso. Asimismo, como datos adicionales, encontramos el término ""KUKUY"", que se traduce como agacharse. También, ""KUMU"", que evoca la imagen de alguien jo";;;;;;;4;Otros>Compras de artesanía/souvenir | Otros>Toma de fotografías y filmaciones | Otros>Estudios e Investigación | Otros>Compra de productos regionales;;;;;;;;;;;;actividades|cabecera
13459;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=13459;200;1;1;3115;"El nombre de la  catarata Qusniqpaqcha proviene de dos palabras quechuas:  Qusniq  que significa ""humeante"", haciendo referencia al vapor o niebla que se genera cuando el agua cae con fuerza; en tanto, Paqcha  significa ""caída de agua"", que es una fo";Previa presentación de boleto o ticket(especificar tarifa:niños, adultos, estudiantes, etc);Ticket de S/ 5.00 soles, solo adultos, niños no pagan;5.0;Todo el Año;--;"08:00 a.m.
                                -
                                06:00 p.m. --";3;Naturaleza>Observación de flora | Naturaleza>Observación de paisaje | Deportes / Aventura>Caminata/Trekking;2;5.0;65;A pie | Taxi;Afirmado | Camino de Herradura;950;;2160;2024;3;5;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
12840;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12840;200;No aplica;;240;;;;;;;;2;Otros>Toma de fotografías y filmaciones | Cultura y Folclore>Degustación y preparación de platos, productos o bebidas típicas;;;;;;;;;;;;actividades|cabecera
13586;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=13586;200;1;1;2562;;Libre;;;Todo el Año;--;"05:00 a.m.
                                -
                                09:00 p.m. --";2;Otros>Compras de artesanía/souvenir | Otros>Toma de fotografías y filmaciones;2;105.0;15;Automóvil particular | Combi;Afirmado | Asfaltado;12;5;372;2024;1;2;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
12837;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12837;200;No aplica;;2614;Qallwa: Telar en cintura;;;;;;;4;Otros>Toma de fotografías y filmaciones | Cultura y Folclore>Ferias | Cultura y Folclore>Visita y participación en actividades de vida cotidiana de la comunidad | Cultura y Folclore>Participación y/u observación del proceso de elaboración de productos locales;;;;;;;;;;;;actividades|cabecera
12877;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12877;200;3;3;731;Pozuzo proviene de Pozuzu, vocablo yánesha que significa “agua salada” o “pozas de agua salada”.;Libre;;;Todo el Año;--;"06:00 a.m.
                                -
                                09:00 p.m. Se recomienda llevar Impermeab";13;Otros>Compras de artesanía/souvenir | Otros>Toma de fotografías y filmaciones | Cultura y Folclore>Actividades Religiosas o Patronales | Otros>Estudios e Investigación | Otros>Realización de eventos | Deportes acuáticos>Canotaje / Rafting | Naturaleza>Observación de paisaje | Naturaleza>Observación de aves | Cultura y Folclore>Degustación y preparación de platos, productos o bebidas típicas | Cultura y Folclore>Ferias | Cultura y Folclore>Apreciación de muestras o actividades artísticas(danza, teatro,canto, pintura, escultura, etc.) | Cultura y Folclore>Participación y/u observación del proceso de elaboración de productos locales | Otros>Compra de productos regionales;2;154.3;10;Automóvil particular | Taxi;Asfaltado;11336;148;;2023;7;10;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
14621;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=14621;200;1;1;2335;;Libre;;;Todo el Año;--;"09:00 a.m.
                                -
                                07:00 p.m. lunes a sábado 9:00am – 12:00p";3;Otros>Toma de fotografías y filmaciones | Cultura y Folclore>Actividades Religiosas o Patronales | Otros>Estudios e Investigación;1;0.4;10;A pie;Asfaltado;720;180;1080;2025;4;4;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
12979;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12979;200;POR JERARQUIZAR;;3091;;Libre;;;Todo el Año;--;"08:00 a.m.
                                -
                                05:00 p.m. --";2;Otros>Toma de fotografías y filmaciones | Cultura y Folclore>Actividades Religiosas o Patronales;4;104.5;160;Bus público;Asfaltado;120;;1680;2023;3;6;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
13267;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=13267;200;No aplica;;3215;;;;;;;;3;Otros>Toma de fotografías y filmaciones | Otros>Estudios e Investigación | Cultura y Folclore>Apreciación de muestras o actividades artísticas(danza, teatro,canto, pintura, escultura, etc.);;;;;;;;;;;;actividades|cabecera
14547;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=14547;200;No aplica;;84;Dar gloria” o “levantar el ánimo”;;;;;;;1;Cultura y Folclore>Rituales místicos o tradicionales;;;;;;;;;;;;actividades|cabecera
12945;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12945;200;2;2;4375;;Libre;;;Todo el Año;--;"06:00 a.m.
                                -
                                04:00 p.m. La temporada de Lluvia es de D";4;Otros>Toma de fotografías y filmaciones | Naturaleza>Observación de paisaje | Deportes / Aventura>Caminata/Trekking | Paseos>Paseos a caballo;5;224.0;580;A caballo | A pie | Bus turístico;Afirmado | Asfaltado | Camino de Herradura;;1080;450;2024;3;4;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
